number,value,params_w_neo4j,params_w_semantique,state
74,0.868976780734349,0.1065380961339013,0.5402637062039818,COMPLETE
75,0.8944920534790727,0.025645930483762847,0.7149505338884313,COMPLETE
76,0.8768618319848867,0.06418173127019543,0.6519887293530043,COMPLETE
77,0.8949907910702436,0.028083294284436296,0.8064182672621207,COMPLETE
78,0.8687555903331895,0.13112848081647235,0.4716594753749469,COMPLETE
79,0.8691938647181575,0.07696589801248264,0.4061764079950819,COMPLETE
80,0.9030497672688221,0.002616760030153065,0.32891110064881557,COMPLETE
81,0.9040014474324144,0.001420435655938592,0.5466147210275287,COMPLETE
82,0.8866737089543673,0.028764503849368524,0.5300171825857934,COMPLETE
83,0.8857480501721081,0.05309973037881559,0.9687899360153468,COMPLETE
84,0.8704190447466179,0.9909866861230336,0.5868941628299967,COMPLETE
85,0.8704190447466179,0.8682305943376187,0.55860694775408,COMPLETE
86,0.8699900392597832,0.09314081994292127,0.6729168760936489,COMPLETE
87,0.9039558595559908,0.0024547702346874147,0.6386724856421935,COMPLETE
88,0.8768618319848867,0.06008415863291555,0.63999099509769,COMPLETE
89,0.8685173781353935,0.11259261813282238,0.44335211709059896,COMPLETE
90,0.8912877012363185,0.02374336304790313,0.5959685304883764,COMPLETE
91,0.9039558595559908,0.001882961471702804,0.4842037316276723,COMPLETE
92,0.8765296440060095,0.05313363390338801,0.4953762276672136,COMPLETE
93,0.8857480501721081,0.026396013712219737,0.47486231238653814,COMPLETE
94,0.9033334958974464,0.003336425257857898,0.6331143066211714,COMPLETE
95,0.8699900392597832,0.07553601580796294,0.5244422566773536,COMPLETE
96,0.8760343088815079,0.048556321974075695,0.41267052832968965,COMPLETE
97,0.8877156902103994,0.022988611105883388,0.5621959829934987,COMPLETE
98,0.8783553646269339,0.08513787046626614,0.9229665039728376,COMPLETE
99,0.8970865154952378,0.020051485737717457,0.6666230554937544,COMPLETE
100,0.8774235268845861,0.05142969105028582,0.7245689088892242,COMPLETE
101,0.9033334958974464,0.004908494956049416,0.9036530533829573,COMPLETE
102,0.8942607137181663,0.02255666597277092,0.6099125067988415,COMPLETE
103,0.8788897229036289,0.04572807338881743,0.5020683345783095,COMPLETE
104,0.86919839001793,0.0661021950136617,0.36761454619162126,COMPLETE
105,0.9039558595559908,0.003280203371420411,0.8467045007516116,COMPLETE
106,0.8690592910831951,0.09984482021240977,0.5387951845988244,COMPLETE
107,0.9059310083198076,0.001790358927744973,0.8435813753742075,COMPLETE
108,0.8688707993457785,0.14154851598519452,0.7752301257921937,COMPLETE
109,0.8795991904142861,0.03649784610995088,0.4512728711966022,COMPLETE
110,0.8810575030700998,0.06414990032617736,0.9682263635899242,COMPLETE
111,0.9039558595559908,0.0028129587249326295,0.8505040704525187,COMPLETE
112,0.8981845257866004,0.02015279519401989,0.8442284438911581,COMPLETE
113,0.8867216895218429,0.04323728007375417,0.8173238990136631,COMPLETE
114,0.8982005579051792,0.01946341309376682,0.7932824407794965,COMPLETE
115,0.8873675755133,0.03769632672893415,0.7522130425667419,COMPLETE
116,0.9039558595559908,0.0020533247926175125,0.5810710597418631,COMPLETE
117,0.8796702893749402,0.0736563265258539,0.8851675825024662,COMPLETE
118,0.8699991354355842,0.08623676533211956,0.5547461495236541,COMPLETE
119,0.8755196644797679,0.11199343551639118,0.9342537710671484,COMPLETE
120,0.8981845257866004,0.021088312760341506,0.9064011379005774,COMPLETE
121,0.9040014474324144,0.002284754281141237,0.8421796487594617,COMPLETE
122,0.8873675755133,0.043279625406384206,0.8803163729814111,COMPLETE
123,0.9039558595559908,0.0027502227140886112,0.8386141925616053,COMPLETE
124,0.9059310083198076,0.0012080722269664573,0.6244368717278392,COMPLETE
125,0.8796804066786571,0.053387826754172696,0.6321241338456979,COMPLETE
126,0.8949907910702436,0.02377164882570532,0.6910919821614958,COMPLETE
